58220|28|9|320dpi|720x1384|samsung|dreamlte|SM-G950F|samsungexynos8895|379517355|Instagram 241.1.0.18.114 Android (28/9; 320dpi; 720x1384; samsung; SM-G950F; dreamlte; samsungexynos8895; it_IT; 379517355)
58221|29|10|480dpi|1080x2107|HUAWEI|HWMAR|MAR-LX1A|kirin710|381185749|Instagram 242.0.0.16.111 Android (29/10; 480dpi; 1080x2107; HUAWEI; MAR-LX1A; HWMAR; kirin710; it_IT; 381185749)
58222|29|10|480dpi|1080x2208|HUAWEI|HWJNY|JNY-LX1|kirin810|376301185|Instagram 239.0.0.14.111 Android (29/10; 480dpi; 1080x2208; HUAWEI; JNY-LX1; HWJNY; kirin810; it_IT; 376301185)
58223|30|11|440dpi|1080x2167|Xiaomi|eos|21061119DG|mt6768|381185749|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2167; Xiaomi/Redmi; 21061119DG; eos; mt6768; it_IT; 381185749)
58224|29|10|440dpi|1080x2110|Xiaomi|merlinnfc|M2003J15SC|mt6769z|381185749|Instagram 242.0.0.16.111 Android (29/10; 440dpi; 1080x2110; Xiaomi/Redmi; M2003J15SC; merlinnfc; mt6769z; it_IT; 381185749)
58225|29|10|420dpi|1080x2094|samsung|a9y18qlte|SM-A920F|qcom|379517355|Instagram 241.1.0.18.114 Android (29/10; 420dpi; 1080x2094; samsung; SM-A920F; a9y18qlte; qcom; it_IT; 379517355)
58226|31|12|440dpi|1080x2252|Xiaomi|renoir|M2101K9G|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 440dpi; 1080x2252; Xiaomi; M2101K9G; renoir; qcom; it_IT; 381185749)  
58227|31|12|420dpi|1080x2201|samsung|y2s|SM-G986B|exynos990|376301185|Instagram 239.0.0.14.111 Android (31/12; 420dpi; 1080x2201; samsung; SM-G986B; y2s; exynos990; it_IT; 376301185)
58228|30|11|420dpi|1080x2198|samsung|a70q|SM-A705FN|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 420dpi; 1080x2198; samsung; SM-A705FN; a70q; qcom; it_IT; 381185749)  
58229|30|11|440dpi|1080x2180|Xiaomi|apollo|M2007J3SG|qcom|379517355|Instagram 241.1.0.18.114 Android (30/11; 440dpi; 1080x2180; Xiaomi; M2007J3SG; apollo; qcom; it_IT; 379517355)
58230|31|12|420dpi|1080x2183|samsung|a71|SM-A715F|qcom|381477757|Instagram 243.0.0.0.111 Android (31/12; 420dpi; 1080x2183; samsung; SM-A715F; a71; qcom; it_IT; 381477757)       
58231|29|10|420dpi|1080x2186|samsung|a51|SM-A515F|exynos9611|381185749|Instagram 242.0.0.16.111 Android (29/10; 420dpi; 1080x2186; samsung; SM-A515F; a51; exynos9611; it_IT; 381185749)
58232|30|11|420dpi|1080x2273|samsung|a52q|SM-A525F|qcom|381185517|Instagram 242.0.0.16.111 Android (30/11; 420dpi; 1080x2273; samsung; SM-A525F; a52q; qcom; it_IT; 381185517)    
58233|31|12|480dpi|1080x2153|OPPO|OP4F1BL1|CPH2145|qcom|379517355|Instagram 241.1.0.18.114 Android (31/12; 480dpi; 1080x2153; OPPO; CPH2145; OP4F1BL1; qcom; it_IT; 379517355)    
58234|31|12|440dpi|1080x2166|Xiaomi|renoir|M2101K9G|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 440dpi; 1080x2166; Xiaomi; M2101K9G; renoir; qcom; en_GB; 381185749)  
58235|29|10|440dpi|1080x2168|Xiaomi|curtana|Redmi Note 9S|qcom|381185517|Instagram 242.0.0.16.111 Android (29/10; 440dpi; 1080x2168; Xiaomi/Redmi; Redmi Note 9S; curtana; qcom; it_IT; 381185517)
58236|29|10|480dpi|1080x2208|HUAWEI|HWJNY|JNY-LX1|kirin810|262886996|Instagram 169.1.0.29.135 Android (29/10; 480dpi; 1080x2208; HUAWEI; JNY-LX1; HWJNY; kirin810; it_IT; 262886996)
58237|30|11|440dpi|1080x2210|Xiaomi|davinci|Mi 9T|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2210; Xiaomi; Mi 9T; davinci; qcom; it_IT; 381185749)      
58238|31|12|440dpi|1080x2356|Xiaomi|lmi|POCO F2 Pro|qcom|381889265|Instagram 243.0.0.13.111 Android (31/12; 440dpi; 1080x2356; Xiaomi/POCO; POCO F2 Pro; lmi; qcom; it_IT; 381889265)
58239|29|10|440dpi|1080x2168|Xiaomi|joyeuse|Redmi Note 9 Pro|qcom|381889082|Instagram 243.0.0.13.111 Android (29/10; 440dpi; 1080x2168; Xiaomi/Redmi; Redmi Note 9 Pro; joyeuse; qcom; it_IT; 381889082)
58240|31|12|420dpi|1080x2121|motorola|sofiap_sprout|moto g pro|qcom|379517355|Instagram 241.1.0.18.114 Android (31/12; 420dpi; 1080x2121; motorola; moto g pro; sofiap_sprout; qcom; it_IT; 379517355)
58241|30|11|440dpi|1080x2134|Xiaomi|begonia|Redmi Note 8 Pro|mt6785|378116740|Instagram 240.2.0.18.107 Android (30/11; 440dpi; 1080x2134; Xiaomi/Redmi; Redmi Note 8 Pro; begonia; mt6785; it_IT; 378116740)
58242|28|9|320dpi|720x1280|samsung|j5y17lte|SM-J530F|samsungexynos7870|378116727|Instagram 240.2.0.18.107 Android (28/9; 320dpi; 720x1280; samsung; SM-J530F; j5y17lte; samsungexynos7870; it_IT; 378116727)
58243|31|12|420dpi|1080x2183|samsung|m51|SM-M515F|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 420dpi; 1080x2183; samsung; SM-M515F; m51; qcom; it_IT; 381185749)      
58244|30|11|408dpi|1080x2290|OPPO|OP4C7BL1|CPH2069|qcom|379517326|Instagram 241.1.0.18.114 Android (30/11; 408dpi; 1080x2290; OPPO; CPH2069; OP4C7BL1; qcom; it_IT; 379517326)    
58245|31|12|480dpi|1080x2156|OPPO|OP4BDCL1|CPH2065|mt6873|379517355|Instagram 241.1.0.18.114 Android (31/12; 480dpi; 1080x2156; OPPO; CPH2065; OP4BDCL1; mt6873; it_IT; 379517355)
58246|30|11|420dpi|1080x2324|samsung|a70q|SM-A705FN|qcom|381185517|Instagram 242.0.0.16.111 Android (30/11; 420dpi; 1080x2324; samsung; SM-A705FN; a70q; qcom; it_IT; 381185517)  
58247|28|9|420dpi|1080x2181|samsung|greatlte|SM-N950F|samsungexynos8895|381889082|Instagram 243.0.0.13.111 Android (28/9; 420dpi; 1080x2181; samsung; SM-N950F; greatlte; samsungexynos8895; it_IT; 381889082)
58248|30|11|440dpi|1080x2253|Xiaomi|eos|21061119DG|mt6768|381185517|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2253; Xiaomi/Redmi; 21061119DG; eos; mt6768; it_IT; 381185517)
58249|31|12|450dpi|1080x2190|samsung|p3s|SM-G998B|exynos2100|381185720|Instagram 242.0.0.16.111 Android (31/12; 450dpi; 1080x2190; samsung; SM-G998B; p3s; exynos2100; it_IT; 381185720)
58250|28|9|480dpi|1080x1792|HUAWEI|HWVTR|VTR-L09|hi3660|381185749|Instagram 242.0.0.16.111 Android (28/9; 480dpi; 1080x1792; HUAWEI; VTR-L09; HWVTR; hi3660; it_IT; 381185749)    
58251|30|11|420dpi|1080x2285|samsung|a70q|SM-A705FN|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 420dpi; 1080x2285; samsung; SM-A705FN; a70q; qcom; it_IT; 381185749)  
58252|30|11|300dpi|720x1527|samsung|a12|SM-A125F|mt6765|379517353|Instagram 241.1.0.18.114 Android (30/11; 300dpi; 720x1527; samsung; SM-A125F; a12; mt6765; it_IT; 379517353)    
58253|30|11|440dpi|1080x2168|Xiaomi|curtana|Redmi Note 9S|qcom|379517355|Instagram 241.1.0.18.114 Android (30/11; 440dpi; 1080x2168; Xiaomi/Redmi; Redmi Note 9S; curtana; qcom; it_IT; 379517355)
58254|29|10|560dpi|1440x2858|LGE|judyln|LM-G710|judyln|381185757|Instagram 242.0.0.16.111 Android (29/10; 560dpi; 1440x2858; LGE/lge; LM-G710; judyln; judyln; it_IT; 381185757)  
58255|31|12|560dpi|1440x2723|samsung|beyond1|SM-G973F|exynos9820|378116741|Instagram 240.2.0.18.107 Android (31/12; 560dpi; 1440x2723; samsung; SM-G973F; beyond1; exynos9820; it_IT; 378116741)
58256|29|10|480dpi|1080x2265|HUAWEI|HWELE|ELE-L29|kirin980|381185749|Instagram 242.0.0.16.111 Android (29/10; 480dpi; 1080x2265; HUAWEI; ELE-L29; HWELE; kirin980; it_IT; 381185749)
58257|31|12|420dpi|1080x2270|samsung|a71|SM-A715F|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 420dpi; 1080x2270; samsung; SM-A715F; a71; qcom; pt_BR; 381185749)      
58258|30|11|320dpi|720x1490|TCL|Austin|T671H|qcom|381185642|Instagram 242.0.0.16.111 Android (30/11; 320dpi; 720x1490; TCL; T671H; Austin; qcom; it_IT; 381185642)
58259|31|12|440dpi|1080x2265|Xiaomi|gauguin|M2007J17G|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 440dpi; 1080x2265; Xiaomi; M2007J17G; gauguin; qcom; it_IT; 381185749)
58260|30|11|440dpi|1080x2168|Xiaomi|curtana|Redmi Note 9S|qcom|378116740|Instagram 240.2.0.18.107 Android (30/11; 440dpi; 1080x2168; Xiaomi/Redmi; Redmi Note 9S; curtana; qcom; it_IT; 378116740)
58261|29|10|320dpi|720x1369|Xiaomi|onc|Redmi 7|qcom|381411916|Instagram 243.0.0.0.105 Android (29/10; 320dpi; 720x1369; Xiaomi/xiaomi; Redmi 7; onc; qcom; it_IT; 381411916)      
58262|31|12|408dpi|1080x2170|OPPO|OP4F4DL1|CPH2211|mt6853|381185749|Instagram 242.0.0.16.111 Android (31/12; 408dpi; 1080x2170; OPPO; CPH2211; OP4F4DL1; mt6853; it_IT; 381185749)
58263|29|10|440dpi|1080x2132|Xiaomi|lemon|M2010J19SY|qcom|381185749|Instagram 242.0.0.16.111 Android (29/10; 440dpi; 1080x2132; Xiaomi/Redmi; M2010J19SY; lemon; qcom; it_IT; 381185749)
58264|30|11|440dpi|1080x2254|Xiaomi|curtana|Redmi Note 9S|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2254; Xiaomi/Redmi; Redmi Note 9S; curtana; qcom; it_IT; 381185749)
58265|31|12|440dpi|1080x2177|Xiaomi|sweet|M2101K6G|qcom|381185517|Instagram 242.0.0.16.111 Android (31/12; 440dpi; 1080x2177; Xiaomi/Redmi; M2101K6G; sweet; qcom; it_IT; 381185517)
58266|30|11|450dpi|1080x2177|samsung|a52sxq|SM-A528B|qcom|371679869|Instagram 236.0.0.20.109 Android (30/11; 450dpi; 1080x2177; samsung; SM-A528B; a52sxq; qcom; it_IT; 371679869)
58267|31|12|480dpi|1080x2153|OPPO|OP4F1BL1|CPH2145|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 480dpi; 1080x2153; OPPO; CPH2145; OP4F1BL1; qcom; it_IT; 381185749)    
58268|30|11|440dpi|1080x2177|Xiaomi|rosemary|M2101K7BNY|mt6785|381185749|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2177; Xiaomi/Redmi; M2101K7BNY; rosemary; mt6785; it_IT; 381185749)
58269|31|12|450dpi|1080x2177|samsung|a52sxq|SM-A528B|qcom|381477259|Instagram 243.0.0.0.111 Android (31/12; 450dpi; 1080x2177; samsung; SM-A528B; a52sxq; qcom; it_IT; 381477259) 
58270|31|12|450dpi|1080x2177|samsung|a52sxq|SM-A528B|qcom|381185720|Instagram 242.0.0.16.111 Android (31/12; 450dpi; 1080x2177; samsung; SM-A528B; a52sxq; qcom; it_IT; 381185720)
58271|30|11|280dpi|720x1423|samsung|a30s|SM-A307FN|exynos7904|381185744|Instagram 242.0.0.16.111 Android (30/11; 280dpi; 720x1423; samsung; SM-A307FN; a30s; exynos7904; it_IT; 381185744)
58272|31|12|420dpi|1080x2168|samsung|beyond1|SM-G973F|exynos9820|381185749|Instagram 242.0.0.16.111 Android (31/12; 420dpi; 1080x2168; samsung; SM-G973F; beyond1; exynos9820; it_IT; 381185749)
58273|31|12|440dpi|1080x2263|Xiaomi|sweet|M2101K6G|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 440dpi; 1080x2263; Xiaomi/Redmi; M2101K6G; sweet; qcom; it_IT; 381185749)
58274|30|11|440dpi|1080x2265|Xiaomi|surya|M2007J20CG|qcom|381185644|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2265; Xiaomi/POCO; M2007J20CG; surya; qcom; it_IT; 381185644)
58275|31|12|420dpi|1080x2194|samsung|o1s|SM-G991B|exynos2100|381185749|Instagram 242.0.0.16.111 Android (31/12; 420dpi; 1080x2194; samsung; SM-G991B; o1s; exynos2100; it_IT; 381185749)
58276|30|11|420dpi|1080x2273|samsung|a52q|SM-A525F|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 420dpi; 1080x2273; samsung; SM-A525F; a52q; qcom; it_IT; 381185749)    
58277|31|12|480dpi|1080x2168|samsung|r8s|SM-G780F|exynos990|381185749|Instagram 242.0.0.16.111 Android (31/12; 480dpi; 1080x2168; samsung; SM-G780F; r8s; exynos990; it_IT; 381185749)
58278|29|10|420dpi|1080x2094|samsung|star2lte|SM-G965F|samsungexynos9810|370082436|Instagram 235.0.0.21.107 Android (29/10; 420dpi; 1080x2094; samsung; SM-G965F; star2lte; samsungexynos9810; it_IT; 370082436)
58279|31|12|480dpi|1080x2020|samsung|beyond0|SM-G970F|exynos9820|378116740|Instagram 240.2.0.18.107 Android (31/12; 480dpi; 1080x2020; samsung; SM-G970F; beyond0; exynos9820; it_IT; 378116740)
58280|30|11|540dpi|1080x2092|samsung|a40|SM-A405FN|exynos7904|381185749|Instagram 242.0.0.16.111 Android (30/11; 540dpi; 1080x2092; samsung; SM-A405FN; a40; exynos7904; it_IT; 381185749)
58281|30|11|440dpi|1020x2179|motorola|racer|motorola edge|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1020x2179; motorola; motorola edge; racer; qcom; it_IT; 381185749)
58282|30|11|450dpi|1080x2208|samsung|a22x|SM-A226B|mt6833|381185720|Instagram 242.0.0.16.111 Android (30/11; 450dpi; 1080x2208; samsung; SM-A226B; a22x; mt6833; it_IT; 381185720)
58283|29|10|440dpi|1080x2134|Xiaomi|begonia|Redmi Note 8 Pro|mt6785|381185749|Instagram 242.0.0.16.111 Android (29/10; 440dpi; 1080x2134; Xiaomi/Redmi; Redmi Note 8 Pro; begonia; mt6785; it_IT; 381185749)
58284|31|12|450dpi|1080x2283|samsung|p3s|SM-G998B|exynos2100|381924351|Instagram 244.0.0.0.30 Android (31/12; 450dpi; 1080x2283; samsung; SM-G998B; p3s; exynos2100; it_IT; 381924351)
58285|28|9|560dpi|1440x2792|samsung|greatlte|SM-N950F|samsungexynos8895|381185749|Instagram 242.0.0.16.111 Android (28/9; 560dpi; 1440x2792; samsung; SM-N950F; greatlte; samsungexynos8895; it_IT; 381185749)
58286|30|11|440dpi|1080x2265|Xiaomi|surya|M2007J20CG|qcom|379517355|Instagram 241.1.0.18.114 Android (30/11; 440dpi; 1080x2265; Xiaomi/POCO; M2007J20CG; surya; qcom; it_IT; 379517355)
58287|29|10|480dpi|1080x2076|samsung|starlte|SM-G960F|samsungexynos9810|381185749|Instagram 242.0.0.16.111 Android (29/10; 480dpi; 1080x2076; samsung; SM-G960F; starlte; samsungexynos9810; it_IT; 381185749)
58288|30|11|440dpi|1080x2110|Xiaomi|merlinnfc|M2003J15SC|mt6768|381477355|Instagram 243.0.0.0.111 Android (30/11; 440dpi; 1080x2110; Xiaomi/Redmi; M2003J15SC; merlinnfc; mt6768; it_IT; 381477355)
58289|31|12|420dpi|1080x2156|samsung|d2s|SM-N975F|exynos9825|381185749|Instagram 242.0.0.16.111 Android (31/12; 420dpi; 1080x2156; samsung; SM-N975F; d2s; exynos9825; it_IT; 381185749)
58290|30|11|440dpi|1080x2110|Xiaomi|merlinnfc|M2003J15SC|mt6768|381185517|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2110; Xiaomi/Redmi; M2003J15SC; merlinnfc; mt6768; it_IT; 381185517)
58291|29|10|480dpi|1080x2255|HUAWEI|HWJSN-H|JSN-L21|kirin710|381717728|Instagram 243.0.0.6.111 Android (29/10; 480dpi; 1080x2255; HUAWEI/HONOR; JSN-L21; HWJSN-H; kirin710; it_IT; 381717728)
58292|31|12|420dpi|1080x2309|samsung|a71|SM-A715F|qcom|381477757|Instagram 243.0.0.0.111 Android (31/12; 420dpi; 1080x2309; samsung; SM-A715F; a71; qcom; en_US; 381477757)       
58293|30|11|420dpi|1080x2198|samsung|a70q|SM-A705FN|qcom|381924362|Instagram 244.0.0.0.30 Android (30/11; 420dpi; 1080x2198; samsung; SM-A705FN; a70q; qcom; it_IT; 381924362)    
58294|30|11|280dpi|720x1481|samsung|a30s|SM-A307FN|exynos7904|381185744|Instagram 242.0.0.16.111 Android (30/11; 280dpi; 720x1481; samsung; SM-A307FN; a30s; exynos7904; it_IT; 381185744)
58295|30|11|440dpi|1080x2220|Xiaomi|begonia|Redmi Note 8 Pro|mt6785|381185749|Instagram 242.0.0.16.111 Android (30/11; 440dpi; 1080x2220; Xiaomi/Redmi; Redmi Note 8 Pro; begonia; mt6785; it_IT; 381185749)
58296|30|11|480dpi|1080x2340|Lenovo|moba|Lenovo L79031|qcom|381185749|Instagram 242.0.0.16.111 Android (30/11; 480dpi; 1080x2340; Lenovo; Lenovo L79031; moba; qcom; it_IT; 381185749)
58297|29|10|320dpi|720x1449|Xiaomi|dandelion|M2006C3LG|mt6762|376301174|Instagram 239.0.0.14.111 Android (29/10; 320dpi; 720x1449; Xiaomi/Redmi; M2006C3LG; dandelion; mt6762; it_IT; 376301174)
58298|29|10|480dpi|1080x2259|HUAWEI|HWPOT-H|POT-LX1|kirin710|371679877|Instagram 236.0.0.20.109 Android (29/10; 480dpi; 1080x2259; HUAWEI; POT-LX1; HWPOT-H; kirin710; it_IT; 371679877)
58299|31|12|420dpi|1080x2273|samsung|a52q|SM-A525F|qcom|381185749|Instagram 242.0.0.16.111 Android (31/12; 420dpi; 1080x2273; samsung; SM-A525F; a52q; qcom; it_IT; 381185749)  
